date,shift_actual,price_change_pct,pnl,exit_reason
2025-10-24,True,0.13582290632183636,-180.0,stop_loss
2025-10-27,True,0.12742513616808004,-180.0,stop_loss
2025-10-28,True,-0.02696836115645418,-180.0,stop_loss
2025-10-29,True,-0.17410025766129156,-180.0,stop_loss
2025-10-31,True,-0.2561119346357166,-180.0,stop_loss
2025-11-04,True,-0.0036963957256719304,-180.0,stop_loss
2025-11-10,True,-0.29907468486556343,-180.0,stop_loss
2025-11-12,False,-0.25579705096056005,-180.0,stop_loss
2025-11-17,False,0.06473322590179187,-180.0,stop_loss
2025-11-20,False,-2.098318757296025,-180.0,stop_loss
2025-11-25,True,0.7912626025168512,228.07617187500705,time_stop
2025-11-26,True,0.28727769562806316,-104.99877929688108,time_stop
2025-12-03,False,0.3104821150074599,-88.59863281250432,time_stop
2025-12-04,False,0.03802983499014978,-180.0,stop_loss
2025-12-05,False,-0.07143595162218963,-180.0,stop_loss
2025-12-19,True,0.1074522795901034,-180.0,stop_loss
2025-12-29,True,-0.23095533855703732,-180.0,stop_loss
2025-12-31,True,-0.13048800717057052,-180.0,stop_loss
2026-01-02,False,-0.3840081925549854,-180.0,stop_loss
2026-01-05,True,0.22984521364168842,-142.00439453124798,time_stop
2026-01-07,False,0.13986940646824042,-180.0,stop_loss
2026-01-09,False,0.4049853587309471,-20.00122070313023,time_stop
2026-01-12,True,0.2656296282982584,-115.98510742187318,time_stop
2026-01-13,True,-0.038843346294581416,-180.0,stop_loss
2026-01-15,True,0.1368775336963557,-180.0,stop_loss
